city,date,rate
Jhabua,2018-03-02,78.22
Jhabua,2018-03-05,78.8
Jhabua,2018-03-06,78.87
Jhabua,2018-03-09,78.91
Jhabua,2018-03-12,78.93
Jhabua,2018-03-13,78.95
Jhabua,2018-03-15,78.93
Jhabua,2018-03-16,78.85
Jhabua,2018-03-19,78.59
Jhabua,2018-03-20,78.56
Jhabua,2018-03-22,78.62
Jhabua,2018-03-23,78.61
Jhabua,2018-03-26,79.0
Jhabua,2018-03-27,79.12
Jhabua,2018-03-29,79.3
Jhabua,2018-03-30,79.53
Jhabua,2018-04-02,80.04
Jhabua,2018-04-03,80.17
Jhabua,2018-04-05,80.2
Jhabua,2018-04-09,80.21
Jhabua,2018-04-10,80.2
Jhabua,2018-04-12,80.16
Jhabua,2018-04-13,80.13
Jhabua,2018-04-16,80.24
Jhabua,2018-04-19,80.3
Jhabua,2018-04-20,80.31
Jhabua,2018-04-23,80.73
Jhabua,2018-04-24,80.87
Jhabua,2018-05-14,81.08
Jhabua,2018-05-15,81.23
Jhabua,2018-05-16,81.38
Jhabua,2018-05-17,81.61
Jhabua,2018-05-18,81.08
Jhabua,2018-05-21,82.88
Jhabua,2018-05-22,83.18
Jhabua,2018-05-23,83.49
Jhabua,2018-05-24,83.8
Jhabua,2018-05-25,84.16
Jhabua,2018-05-26,84.3
Jhabua,2018-05-27,84.46
Jhabua,2018-05-28,84.61
Jhabua,2018-05-29,84.77
Jhabua,2018-05-31,84.69
Jhabua,2018-06-01,84.63
Jhabua,2018-06-02,84.54
Jhabua,2018-06-03,84.45
Jhabua,2018-06-04,84.29
Jhabua,2018-06-05,84.16
Jhabua,2018-06-06,84.05
Jhabua,2018-06-07,83.96
Jhabua,2018-06-08,83.74
Jhabua,2018-06-09,83.34
Jhabua,2018-06-10,83.09
Jhabua,2018-06-11,82.89
Jhabua,2018-06-12,82.74
Jhabua,2018-06-15,82.66
Jhabua,2018-06-19,82.57
Jhabua,2018-06-21,82.46
Jhabua,2018-06-22,82.32
Jhabua,2018-06-23,82.23
Jhabua,2018-06-24,82.09
Jhabua,2018-06-25,81.98
Jhabua,2018-06-26,81.84
Jhabua,2018-07-05,82.0
Jhabua,2018-07-06,82.15
Jhabua,2018-07-09,82.67
Jhabua,2018-07-10,82.84
Jhabua,2018-07-12,82.9
Jhabua,2018-07-13,83.07
Jhabua,2018-07-16,83.17
Jhabua,2018-07-20,83.0
Jhabua,2018-07-23,82.68
Jhabua,2018-07-24,82.61
Jhabua,2018-07-30,82.63
Jhabua,2018-07-31,82.69
Jhabua,2018-08-02,82.85
Jhabua,2018-08-03,82.92
Jhabua,2018-08-06,83.4
Jhabua,2018-08-07,83.49
Jhabua,2018-08-13,83.57
Jhabua,2018-08-16,83.62
Jhabua,2018-08-20,83.93
Jhabua,2018-08-21,84.02
Jhabua,2018-08-24,84.11
Jhabua,2018-08-25,77.87
Jhabua,2018-08-26,77.96
Jhabua,2018-08-27,84.36
Jhabua,2018-08-28,84.5
Jhabua,2018-08-29,84.63
Jhabua,2018-08-30,84.75
Jhabua,2018-08-31,84.98
Jhabua,2018-09-03,85.66
Jhabua,2018-09-04,85.82
Jhabua,2018-09-06,86.03
Jhabua,2018-09-07,86.51
Jhabua,2018-09-10,87.27
Jhabua,2018-09-11,87.41
Jhabua,2018-09-13,87.54
Jhabua,2018-09-14,87.83
Jhabua,2018-09-15,88.18
Jhabua,2018-09-16,88.47
Jhabua,2018-09-17,88.62
Jhabua,2018-09-18,88.72
Jhabua,2018-09-20,88.79
Jhabua,2018-09-21,88.89
Jhabua,2018-09-23,89.17
Jhabua,2018-09-24,89.28
Jhabua,2018-09-25,89.42
Jhabua,2018-09-27,89.57
Jhabua,2018-09-28,89.79
Jhabua,2018-09-30,90.06
Jhabua,2018-10-01,90.3
Jhabua,2018-10-02,90.4
Jhabua,2018-10-04,90.54
Jhabua,2018-10-05,85.45
Jhabua,2018-10-06,85.63
Jhabua,2018-10-07,85.77
Jhabua,2018-10-08,85.99
Jhabua,2018-10-09,86.22
Jhabua,2018-10-11,86.32
Jhabua,2018-10-12,86.44
Jhabua,2018-10-13,86.63
Jhabua,2018-10-14,86.69
Jhabua,2018-10-16,86.8
Jhabua,2018-10-18,86.59
Jhabua,2018-10-19,86.34
Jhabua,2018-10-20,85.94
Jhabua,2018-10-22,85.38
Jhabua,2018-10-23,85.28
Jhabua,2018-10-24,85.19
Jhabua,2018-10-25,85.04
Jhabua,2018-10-26,84.78
Jhabua,2018-10-29,83.66
Jhabua,2018-10-30,83.46
Jhabua,2018-11-01,83.28
Jhabua,2018-11-02,83.16
Jhabua,2018-11-05,82.55
Jhabua,2018-11-06,82.41
Jhabua,2018-11-12,81.54
Jhabua,2018-11-13,81.4
Jhabua,2018-11-15,81.25
Jhabua,2018-11-16,81.07
Jhabua,2018-11-19,80.48
Jhabua,2018-11-20,80.33
Jhabua,2018-11-22,79.92
Jhabua,2018-11-23,79.51
Jhabua,2018-11-26,78.41
Jhabua,2018-11-27,77.98
Jhabua,2018-11-28,77.47
Jhabua,2018-11-29,77.14
Jhabua,2018-11-30,76.76
Jhabua,2018-12-01,76.4
Jhabua,2018-12-02,76.08
Jhabua,2018-12-03,75.76
Jhabua,2018-12-04,75.55
Jhabua,2018-12-06,75.14
Jhabua,2018-12-07,74.74
Jhabua,2018-12-10,74.11
Jhabua,2018-12-11,73.95
Jhabua,2018-12-13,74.04
Jhabua,2018-12-17,74.29
Jhabua,2018-12-18,74.39
Jhabua,2018-12-21,74.22
Jhabua,2018-12-24,73.6
Jhabua,2018-12-25,73.53
Jhabua,2018-12-27,73.48
Jhabua,2018-12-28,73.29
Jhabua,2018-12-31,72.57
Jhabua,2019-01-02,72.46
Jhabua,2019-01-04,72.25
Jhabua,2019-01-07,72.31
Jhabua,2019-01-10,72.7
Jhabua,2019-01-11,72.89
Jhabua,2019-01-14,73.97
Jhabua,2019-01-16,74.17
Jhabua,2019-01-17,74.32
Jhabua,2019-01-18,74.4
Jhabua,2019-01-21,75.0
Jhabua,2019-01-22,75.13
Jhabua,2019-01-29,75.05
Jhabua,2019-01-31,74.95
Jhabua,2019-02-01,74.72
Jhabua,2019-02-05,74.21
Jhabua,2019-02-08,74.15
Jhabua,2019-02-11,74.1
Jhabua,2019-02-14,74.16
Jhabua,2019-02-15,74.23
Jhabua,2019-02-18,74.69
Jhabua,2019-02-19,74.78
Jhabua,2019-02-22,75.08
Jhabua,2019-02-25,75.36
Jhabua,2019-02-26,75.45
Jhabua,2019-02-28,75.53
Jhabua,2019-03-01,75.63
Jhabua,2019-03-04,75.99
Jhabua,2019-03-05,76.06
Jhabua,2019-03-08,76.07
Jhabua,2019-03-11,76.3
Jhabua,2019-03-12,76.24
Jhabua,2019-03-14,76.3
Jhabua,2019-03-15,76.39
Jhabua,2019-03-18,76.62
Jhabua,2019-03-21,76.55
Jhabua,2019-03-22,76.6
Jhabua,2019-03-23,76.65
Jhabua,2019-03-24,76.7
Jhabua,2019-03-28,76.65
Jhabua,2019-03-29,76.61
Jhabua,2019-04-01,76.68
Jhabua,2019-04-05,76.74
Jhabua,2019-04-08,76.67
Jhabua,2019-04-09,76.62
Jhabua,2019-04-12,76.68
Jhabua,2019-04-15,76.81
Jhabua,2019-04-16,76.76
Jhabua,2019-04-20,76.83
Jhabua,2019-04-22,76.78
Jhabua,2019-04-25,76.85
Jhabua,2019-04-27,76.91
Jhabua,2019-04-30,77.0
Jhabua,2019-05-02,76.9
Jhabua,2019-05-04,76.91
Jhabua,2019-05-05,76.85
Jhabua,2019-05-06,76.78
Jhabua,2019-05-09,76.62
Jhabua,2019-05-10,76.4
Jhabua,2019-05-11,75.91
Jhabua,2019-05-12,75.49
Jhabua,2019-05-13,75.18
Jhabua,2019-05-14,74.93
Jhabua,2019-05-17,74.85
Jhabua,2019-05-18,74.77
Jhabua,2019-05-20,74.87
Jhabua,2019-05-21,74.92
Jhabua,2019-05-23,75.0
Jhabua,2019-05-24,75.14
Jhabua,2019-05-25,75.28
Jhabua,2019-05-26,75.43
Jhabua,2019-05-27,75.53
Jhabua,2019-05-28,75.62
Jhabua,2019-05-30,75.56
Jhabua,2019-05-31,75.49
Jhabua,2019-06-01,75.44
Jhabua,2019-06-02,75.32
Jhabua,2019-06-03,75.11
Jhabua,2019-06-04,75.04
Jhabua,2019-06-06,74.88
Jhabua,2019-06-07,74.75
Jhabua,2019-06-10,74.23
Jhabua,2019-06-13,74.15
Jhabua,2019-06-14,73.97
Jhabua,2019-06-15,73.78
Jhabua,2019-06-16,73.72
Jhabua,2019-06-24,73.84
Jhabua,2019-06-27,73.91
Jhabua,2019-06-28,73.96
Jhabua,2019-06-29,74.07
Jhabua,2019-06-30,74.17
Jhabua,2019-07-01,74.26
Jhabua,2019-07-02,74.34
Jhabua,2019-07-06,78.86
Jhabua,2019-07-09,78.81
Jhabua,2019-07-13,78.9
Jhabua,2019-07-14,78.99
Jhabua,2019-07-15,79.13
Jhabua,2019-07-16,79.19
Jhabua,2019-07-18,79.27
Jhabua,2019-07-23,79.33
Jhabua,2019-07-25,79.27
Jhabua,2019-07-26,79.21
Jhabua,2019-07-27,79.16
Jhabua,2019-07-28,79.06
Jhabua,2019-07-29,78.9
Jhabua,2019-07-30,78.77
Jhabua,2019-08-01,78.71
Jhabua,2019-08-02,78.55
Jhabua,2019-08-03,78.47
Jhabua,2019-08-04,78.41
Jhabua,2019-08-05,78.26
Jhabua,2019-08-06,78.17
Jhabua,2019-08-08,78.12
Jhabua,2019-08-09,77.97
Jhabua,2019-08-11,77.87
Jhabua,2019-08-18,77.79
Jhabua,2019-08-19,77.72
Jhabua,2019-08-24,77.8
Jhabua,2019-08-25,77.87
Jhabua,2019-08-26,77.96
Jhabua,2019-08-27,77.96
Jhabua,2019-08-29,77.89
Jhabua,2019-09-05,77.87
Jhabua,2019-09-06,77.77
Jhabua,2019-09-07,77.68
Jhabua,2019-09-08,77.62
Jhabua,2019-09-10,77.67
Jhabua,2019-09-12,77.73
Jhabua,2019-09-13,77.8
Jhabua,2019-09-14,77.89
Jhabua,2019-09-15,77.95
Jhabua,2019-09-17,78.09
Jhabua,2019-09-18,78.34
Jhabua,2019-09-19,78.64
Jhabua,2019-09-20,79.0
Jhabua,2019-09-21,82.28
Jhabua,2019-09-22,82.57
Jhabua,2019-09-23,82.88
Jhabua,2019-09-24,83.11
Jhabua,2019-09-26,83.17
Jhabua,2019-09-27,83.33
Jhabua,2019-09-30,83.42
Jhabua,2019-10-01,83.65
Jhabua,2019-10-03,83.54
Jhabua,2019-10-04,83.35
Jhabua,2019-10-05,83.04
Jhabua,2019-10-07,82.75
Jhabua,2019-10-08,82.57
Jhabua,2019-10-10,82.51
Jhabua,2019-10-11,82.39
Jhabua,2019-10-12,82.28
Jhabua,2019-10-15,82.23
Jhabua,2019-10-22,82.17
Jhabua,2019-10-24,82.12
Jhabua,2019-10-25,82.0
Jhabua,2019-10-26,81.92
Jhabua,2019-10-29,81.86
Jhabua,2019-11-01,81.73
Jhabua,2019-11-02,81.65
Jhabua,2019-11-03,81.6
Jhabua,2019-11-04,81.51
Jhabua,2019-11-05,81.45
Jhabua,2019-11-08,81.56
Jhabua,2019-11-09,81.72
Jhabua,2019-11-10,81.93
Jhabua,2019-11-11,82.09
Jhabua,2019-11-13,82.19
Jhabua,2019-11-14,82.35
Jhabua,2019-11-15,82.54
Jhabua,2019-11-16,82.69
Jhabua,2019-11-17,82.82
Jhabua,2019-11-18,82.99
Jhabua,2019-11-19,83.15
Jhabua,2019-11-22,83.31
Jhabua,2019-11-23,83.4
Jhabua,2019-11-24,83.51
Jhabua,2019-11-25,83.63
Jhabua,2019-11-26,83.74
Jhabua,2019-11-29,83.79
Jhabua,2019-11-30,83.843
Jhabua,2019-12-01,83.97
Jhabua,2019-12-07,83.88
Jhabua,2019-12-08,83.97
Jhabua,2019-12-09,84.02
Jhabua,2019-12-10,84.03
Jhabua,2019-12-12,83.98
Jhabua,2019-12-13,83.92
Jhabua,2019-12-14,83.87
Jhabua,2019-12-15,83.76
Jhabua,2019-12-16,83.71
Jhabua,2019-12-17,83.66
Jhabua,2019-12-19,83.64
Jhabua,2019-12-26,83.7
Jhabua,2019-12-27,83.76
Jhabua,2019-12-29,83.91
Jhabua,2019-12-30,84.08
Jhabua,2019-12-31,84.18
Jhabua,2020-01-02,84.32
Jhabua,2020-01-03,84.43
Jhabua,2020-01-04,84.53
Jhabua,2020-01-05,84.63
Jhabua,2020-01-06,84.79
Jhabua,2020-01-07,84.94
Jhabua,2020-01-08,84.84
Jhabua,2020-01-09,84.91
Jhabua,2020-01-10,85.07
Jhabua,2020-01-11,85.12
Jhabua,2020-01-12,85.02
Jhabua,2020-01-13,84.9
Jhabua,2020-01-14,84.8
Jhabua,2020-01-16,84.64
Jhabua,2020-01-17,84.49
Jhabua,2020-01-18,84.33
Jhabua,2020-01-19,84.15
Jhabua,2020-01-20,84.03
Jhabua,2020-01-21,83.87
Jhabua,2020-01-22,83.87
Jhabua,2020-01-23,83.69
Jhabua,2020-01-24,83.47
Jhabua,2020-01-25,83.22
Jhabua,2020-01-26,82.92
Jhabua,2020-01-27,82.69
Jhabua,2020-01-28,82.57
Jhabua,2020-01-29,82.57
Jhabua,2020-01-30,82.33
Jhabua,2020-01-31,82.22
Jhabua,2020-02-01,82.08
Jhabua,2020-02-02,81.98
Jhabua,2020-02-03,81.92
Jhabua,2020-02-04,81.87
Jhabua,2020-02-05,81.87
Jhabua,2020-02-06,81.76
Jhabua,2020-02-07,81.54
Jhabua,2020-02-08,81.29
Jhabua,2020-02-09,81.06
Jhabua,2020-02-10,80.96
Jhabua,2020-02-11,80.79
Jhabua,2020-02-12,80.79
Jhabua,2020-02-13,80.79
Jhabua,2020-02-14,80.79
Jhabua,2020-02-15,80.79
Jhabua,2020-02-17,80.79
Jhabua,2020-02-18,80.73
Jhabua,2020-02-19,80.73
Jhabua,2020-02-20,80.73
Jhabua,2020-02-21,80.73
Jhabua,2020-02-24,80.86
Jhabua,2020-02-25,80.86
Jhabua,2020-02-26,80.86
Jhabua,2020-02-27,80.81
Jhabua,2020-02-28,80.81
Jhabua,2020-02-29,80.73
Jhabua,2020-03-01,80.58
Jhabua,2020-03-02,80.35
Jhabua,2020-03-03,80.3
Jhabua,2020-03-04,80.3
Jhabua,2020-03-05,80.14
Jhabua,2020-03-06,79.98
Jhabua,2020-03-07,79.85
Jhabua,2020-03-08,79.65
Jhabua,2020-03-09,79.4
Jhabua,2020-03-10,79.1
Jhabua,2020-03-11,79.1
Jhabua,2020-03-12,78.92
Jhabua,2020-03-13,78.77
Jhabua,2020-03-14,78.64
Jhabua,2020-03-15,78.51
Jhabua,2020-03-16,78.34
Jhabua,2020-03-17,78.34
Jhabua,2020-03-18,78.34
Jhabua,2020-03-19,78.34
Jhabua,2020-03-20,78.34
Jhabua,2020-03-21,78.34
Jhabua,2020-03-22,78.34
Jhabua,2020-03-23,78.34
Jhabua,2020-03-24,78.34
Jhabua,2020-03-25,78.34
Jhabua,2020-03-26,78.34
Jhabua,2020-03-27,78.34
Jhabua,2020-03-28,78.34
Jhabua,2020-03-29,78.34
Jhabua,2020-03-30,78.34
Jhabua,2020-03-31,78.34
Jhabua,2020-04-01,78.34
Jhabua,2020-04-02,78.34
Jhabua,2020-04-03,78.34
Jhabua,2020-04-04,78.34
Jhabua,2020-04-05,78.34
Jhabua,2020-04-06,78.34
Jhabua,2020-04-07,78.34
Jhabua,2020-04-08,78.34
Jhabua,2020-04-09,78.34
Jhabua,2020-04-10,78.34
Jhabua,2020-04-11,78.34
Jhabua,2020-04-12,78.34
Jhabua,2020-04-13,78.34
Jhabua,2020-04-14,78.34
Jhabua,2020-04-15,78.34
Jhabua,2020-04-16,78.34
Jhabua,2020-04-17,78.34
Jhabua,2020-04-18,78.34
Jhabua,2020-04-20,78.34
Jhabua,2020-04-21,78.34
Jhabua,2020-04-22,78.34
Jhabua,2020-04-23,78.34
Jhabua,2020-04-24,78.34
Jhabua,2020-04-25,78.34
Jhabua,2020-04-26,78.34
Jhabua,2020-04-27,78.34
Jhabua,2020-04-28,78.34
Jhabua,2020-04-29,78.34
Jhabua,2020-04-30,78.34
Jhabua,2020-05-01,78.34
Jhabua,2020-05-02,78.34
Jhabua,2020-05-03,78.34
Jhabua,2020-05-04,78.34
Jhabua,2020-05-05,78.34
Jhabua,2020-05-06,78.34
Jhabua,2020-05-07,78.34
Jhabua,2020-05-08,78.34
Jhabua,2020-05-09,78.34
Jhabua,2020-05-10,78.34
Jhabua,2020-05-11,78.34
Jhabua,2020-05-12,78.34
Jhabua,2020-05-13,78.34
Jhabua,2020-05-14,78.34
Jhabua,2020-05-15,78.34
Jhabua,2020-05-16,78.34
Jhabua,2020-05-17,78.34
Jhabua,2020-05-18,78.34
Jhabua,2020-05-19,78.34
Jhabua,2020-05-20,78.34
Jhabua,2020-05-21,78.34
Jhabua,2020-05-22,78.34
Jhabua,2020-05-23,78.34
Jhabua,2020-05-24,78.34
Jhabua,2020-05-25,78.34
Jhabua,2020-05-26,78.34
Jhabua,2020-05-27,78.34
Jhabua,2020-05-28,78.34
Jhabua,2020-05-29,78.34
Jhabua,2020-05-30,78.34
Jhabua,2020-05-31,78.34
Jhabua,2020-06-01,78.34
Jhabua,2020-06-02,78.34
Jhabua,2020-06-03,78.34
Jhabua,2020-06-04,78.34
Jhabua,2020-06-05,78.34
Jhabua,2020-06-06,78.34
Jhabua,2020-06-07,78.94
Jhabua,2020-06-08,79.54
Jhabua,2020-06-09,80.08
Jhabua,2020-06-10,80.48
Jhabua,2020-06-11,81.08
Jhabua,2020-06-12,81.68
Jhabua,2020-06-13,82.28
Jhabua,2020-06-14,82.88
Jhabua,2020-06-15,84.53
Jhabua,2020-06-16,85.01
Jhabua,2020-06-17,85.58
Jhabua,2020-06-18,86.13
Jhabua,2020-06-19,86.71
Jhabua,2020-06-20,87.24
Jhabua,2020-06-21,87.6
Jhabua,2020-06-22,87.94
Jhabua,2020-06-23,88.14
Jhabua,2020-06-24,88.14
Jhabua,2020-06-25,88.31
Jhabua,2020-06-26,88.53
Jhabua,2020-06-27,88.78
Jhabua,2020-06-28,88.78
Jhabua,2020-06-29,88.83
Jhabua,2020-06-30,88.83
Jhabua,2020-07-01,88.83
Jhabua,2020-07-02,88.83
Jhabua,2020-07-03,88.83
Jhabua,2020-07-04,88.83
Jhabua,2020-07-05,88.83
Jhabua,2020-07-06,88.83
Jhabua,2020-07-07,88.83
Jhabua,2020-07-08,88.83
Jhabua,2020-07-09,88.83
Jhabua,2020-07-10,88.83
Jhabua,2020-07-11,88.83
Jhabua,2020-07-12,88.83
Jhabua,2020-07-13,88.83
Jhabua,2020-07-15,88.83
Jhabua,2020-07-16,88.83
Jhabua,2020-07-17,88.84
Jhabua,2020-07-18,88.84
Jhabua,2020-07-19,88.84
Jhabua,2020-07-20,88.84
Jhabua,2020-07-21,88.84
Jhabua,2020-07-22,88.84
Jhabua,2020-07-23,88.84
Jhabua,2020-07-24,88.84
Jhabua,2020-07-25,88.84
Jhabua,2020-07-26,88.84
Jhabua,2020-07-27,88.84
Jhabua,2020-07-28,88.84
Jhabua,2020-07-29,88.84
Jhabua,2020-07-30,88.84
Jhabua,2020-07-31,88.84
Jhabua,2020-08-01,88.84
Jhabua,2020-08-02,88.84
Jhabua,2020-08-03,88.84
Jhabua,2020-08-04,88.84
Jhabua,2020-08-05,88.84
Jhabua,2020-08-06,88.84
Jhabua,2020-08-07,88.84
Jhabua,2020-08-08,88.84
Jhabua,2020-08-09,88.84
Jhabua,2020-08-10,88.84
Jhabua,2020-08-11,88.84
Jhabua,2020-08-12,88.84
Jhabua,2020-08-13,88.84
Jhabua,2020-08-14,88.84
Jhabua,2020-08-15,88.84
Jhabua,2020-08-16,89.11
Jhabua,2020-08-17,89.27
Jhabua,2020-08-18,89.43
Jhabua,2020-08-19,89.43
Jhabua,2020-08-20,89.54
Jhabua,2020-08-21,89.74
Jhabua,2020-08-22,89.91
Jhabua,2020-08-23,90.05
Jhabua,2020-08-24,90.18
Jhabua,2020-08-25,90.3
Jhabua,2020-08-26,90.3
Jhabua,2020-08-27,90.4
Jhabua,2020-08-28,90.51
Jhabua,2020-08-29,90.51
Jhabua,2020-08-30,90.61
Jhabua,2020-08-31,90.61
Jhabua,2020-09-01,90.66
Jhabua,2020-09-02,90.66
Jhabua,2020-09-03,90.66
Jhabua,2020-09-04,90.66
Jhabua,2020-09-05,90.66
Jhabua,2020-09-06,90.66
Jhabua,2020-09-07,90.66
Jhabua,2020-09-08,90.66
Jhabua,2020-09-09,90.66
Jhabua,2020-09-10,90.57
Jhabua,2020-09-11,90.57
Jhabua,2020-09-12,90.43
Jhabua,2020-09-13,90.43
Jhabua,2020-09-14,90.29
Jhabua,2020-09-15,90.11
Jhabua,2020-09-16,90.11
Jhabua,2020-09-17,89.96
Jhabua,2020-09-18,89.69
Jhabua,2020-09-19,89.69
Jhabua,2020-09-20,89.69
Jhabua,2020-09-21,89.69
Jhabua,2020-09-22,89.61
Jhabua,2020-09-23,89.61
Jhabua,2020-09-24,89.61
Jhabua,2020-09-25,89.61
Jhabua,2020-09-26,89.61
Jhabua,2020-09-27,89.61
Jhabua,2020-09-28,89.61
Jhabua,2020-09-29,89.61
Jhabua,2020-09-30,89.61
Jhabua,2020-10-01,89.61
Jhabua,2020-10-02,89.61
Jhabua,2020-10-03,89.61
Jhabua,2020-10-04,89.61
Jhabua,2020-10-05,89.61
Jhabua,2020-10-06,89.61
Jhabua,2020-10-07,89.61
Jhabua,2020-10-08,89.61
Jhabua,2020-10-09,89.61
Jhabua,2020-10-10,89.61
Jhabua,2020-10-11,89.61
Jhabua,2020-10-12,89.61
Jhabua,2020-10-13,89.61
Jhabua,2020-10-14,89.61
Jhabua,2020-10-15,89.61
Jhabua,2020-10-16,89.61
Jhabua,2020-10-17,89.61
Jhabua,2020-10-18,89.61
Jhabua,2020-10-19,89.61
Jhabua,2020-10-20,89.61
Jhabua,2020-10-21,89.61
Jhabua,2020-10-22,89.61
Jhabua,2020-10-23,89.61
Jhabua,2020-10-24,89.61
Jhabua,2020-10-25,89.61
Jhabua,2020-10-26,89.61
Jhabua,2020-10-27,89.61
Jhabua,2020-10-28,89.61
Jhabua,2020-10-29,89.61
Jhabua,2020-10-30,89.61
Jhabua,2020-10-31,89.61
Jhabua,2020-11-01,89.61
Jhabua,2020-11-02,89.61
Jhabua,2020-11-03,89.61
Jhabua,2020-11-04,89.61
Jhabua,2020-11-05,89.61
Jhabua,2020-11-06,89.61
Jhabua,2020-11-07,89.61
Jhabua,2020-11-08,89.61
Jhabua,2020-11-09,89.61
Jhabua,2020-11-10,89.61
Jhabua,2020-11-11,89.61
Jhabua,2020-11-12,89.61
Jhabua,2020-11-13,89.61
Jhabua,2020-11-14,89.61
Jhabua,2020-11-15,89.61
Jhabua,2020-11-16,89.61
Jhabua,2020-11-17,89.61
Jhabua,2020-11-18,89.61
Jhabua,2020-11-19,89.61
Jhabua,2020-11-20,89.85
Jhabua,2020-11-21,89.99
Jhabua,2020-11-22,90.04
Jhabua,2020-11-23,90.11
Jhabua,2020-11-24,90.17
Jhabua,2020-11-25,90.17
Jhabua,2020-11-26,90.29
Jhabua,2020-11-27,90.48
Jhabua,2020-11-28,90.73
Jhabua,2020-11-29,90.95
Jhabua,2020-11-30,90.95
Jhabua,2020-12-01,90.95
Jhabua,2020-12-02,91.1
Jhabua,2020-12-03,91.28
Jhabua,2020-12-04,91.49
Jhabua,2020-12-05,91.76
Jhabua,2020-12-06,92.05
Jhabua,2020-12-07,92.36
Jhabua,2020-12-08,92.36
Jhabua,2020-12-09,92.36
Jhabua,2020-12-10,92.36
Jhabua,2020-12-11,92.36
Jhabua,2020-12-12,92.36
Jhabua,2020-12-13,92.36
Jhabua,2020-12-14,92.36
Jhabua,2020-12-15,92.36
Jhabua,2020-12-16,92.36
Jhabua,2020-12-17,92.36
Jhabua,2020-12-18,92.36
Jhabua,2020-12-19,92.36
Jhabua,2020-12-20,92.36
Jhabua,2020-12-21,92.36
Jhabua,2020-12-22,92.36
Jhabua,2020-12-23,92.36
Jhabua,2020-12-24,92.36
Jhabua,2020-12-25,92.36
Jhabua,2020-12-26,92.36
Jhabua,2020-12-27,92.36
Jhabua,2020-12-28,92.36
Jhabua,2020-12-29,92.36
Jhabua,2020-12-30,92.36
Jhabua,2020-12-31,92.36
Jhabua,2021-01-01,92.36
Jhabua,2021-01-02,92.36
Jhabua,2021-01-03,92.36
Jhabua,2021-01-04,92.36
Jhabua,2021-01-05,92.36
Jhabua,2021-01-06,92.65
Jhabua,2021-01-07,92.91
Jhabua,2021-01-08,92.91
Jhabua,2021-01-09,92.91
Jhabua,2021-01-10,92.91
Jhabua,2021-01-11,92.91
Jhabua,2021-01-12,92.91
Jhabua,2021-01-13,93.17
Jhabua,2021-01-14,93.43
Jhabua,2021-01-15,93.43
Jhabua,2021-01-16,93.43
Jhabua,2021-01-17,93.43
Jhabua,2021-01-18,93.69
Jhabua,2021-01-19,93.95
Jhabua,2021-01-20,93.95
Jhabua,2021-01-21,93.95
Jhabua,2021-01-22,94.2
Jhabua,2021-01-23,94.46
Jhabua,2021-01-24,94.46
Jhabua,2021-01-25,94.46
Jhabua,2021-01-26,94.82
Jhabua,2021-01-27,95.08
Jhabua,2021-01-28,95.08
Jhabua,2021-01-29,95.08
Jhabua,2021-01-30,95.08
Jhabua,2021-01-31,95.08
Jhabua,2021-02-01,95.08
Jhabua,2021-02-02,95.08
Jhabua,2021-02-03,95.08
Jhabua,2021-02-04,95.36
Jhabua,2021-02-05,95.67
Jhabua,2021-02-06,95.67
Jhabua,2021-02-07,95.67
Jhabua,2021-02-08,95.67
Jhabua,2021-02-09,96.03
Jhabua,2021-02-10,96.34
Jhabua,2021-02-11,96.6
Jhabua,2021-02-12,96.9
Jhabua,2021-02-13,97.21
Jhabua,2021-02-14,97.51
Jhabua,2021-02-15,97.78
Jhabua,2021-02-16,98.09
Jhabua,2021-02-17,98.35
Jhabua,2021-02-18,98.7
Jhabua,2021-02-19,99.02
Jhabua,2021-02-20,99.42
Jhabua,2021-02-21,99.42
Jhabua,2021-02-22,99.42
Jhabua,2021-02-23,99.78
Jhabua,2021-02-24,99.78
Jhabua,2021-02-25,99.78
Jhabua,2021-02-26,99.78
Jhabua,2021-02-27,100.03
Jhabua,2021-02-28,100.03
Jhabua,2021-03-01,100.03
Jhabua,2021-03-02,100.03
Jhabua,2021-03-03,100.03
Jabalpur,2018-01-01,75.0
Jabalpur,2018-01-02,75.41
Jabalpur,2018-01-05,75.15
Jabalpur,2018-01-08,75.59
Jabalpur,2018-01-09,75.64
Jabalpur,2018-01-10,75.71
Jabalpur,2018-01-11,75.75
Jabalpur,2018-01-12,75.81
Jabalpur,2018-01-15,76.25
Jabalpur,2018-01-16,76.34
Jabalpur,2018-01-17,76.46
Jabalpur,2018-01-18,76.63
Jabalpur,2018-01-19,76.77
Jabalpur,2018-01-22,77.31
Jabalpur,2018-01-23,77.46
Jabalpur,2018-01-24,77.51
Jabalpur,2018-01-25,77.57
Jabalpur,2018-01-29,78.71
Jabalpur,2018-01-30,78.79
Jabalpur,2018-02-01,78.93
Jabalpur,2018-02-02,78.98
Jabalpur,2018-02-05,79.19
Jabalpur,2018-02-06,79.26
Jabalpur,2018-02-08,79.25
Jabalpur,2018-02-09,79.23
Jabalpur,2018-02-12,78.88
Jabalpur,2018-02-13,78.81
Jabalpur,2018-02-15,78.66
Jabalpur,2018-02-16,78.39
Jabalpur,2018-02-19,77.77
Jabalpur,2018-02-20,77.58
Jabalpur,2018-02-21,77.57
Jabalpur,2018-02-22,77.55
Jabalpur,2018-02-23,77.46
Jabalpur,2018-02-26,77.38
