city,date,rate
Narsinghpur,2018-01-01,75.73
Narsinghpur,2018-01-02,76.35
Narsinghpur,2018-01-05,75.88
Narsinghpur,2018-01-08,76.31
Narsinghpur,2018-01-09,76.36
Narsinghpur,2018-01-10,76.43
Narsinghpur,2018-01-11,76.47
Narsinghpur,2018-01-12,76.53
Narsinghpur,2018-01-15,76.98
Narsinghpur,2018-01-16,77.07
Narsinghpur,2018-01-17,77.19
Narsinghpur,2018-01-18,77.36
Narsinghpur,2018-01-19,77.5
Narsinghpur,2018-01-22,78.04
Narsinghpur,2018-01-23,78.19
Narsinghpur,2018-01-24,78.24
Narsinghpur,2018-01-25,78.3
Narsinghpur,2018-01-29,79.45
Narsinghpur,2018-01-30,79.53
Narsinghpur,2018-02-01,79.66
Narsinghpur,2018-02-02,79.71
Narsinghpur,2018-02-05,79.93
Narsinghpur,2018-02-06,80.0
Narsinghpur,2018-02-08,79.99
Narsinghpur,2018-02-09,79.97
Narsinghpur,2018-02-12,79.62
Narsinghpur,2018-02-13,79.55
Narsinghpur,2018-02-15,79.4
Narsinghpur,2018-02-16,79.12
Narsinghpur,2018-02-19,78.51
Narsinghpur,2018-02-20,78.32
Narsinghpur,2018-02-21,78.31
Narsinghpur,2018-02-22,78.29
Narsinghpur,2018-02-23,78.19
Narsinghpur,2018-02-26,78.11
Narsinghpur,2018-02-27,78.09
Narsinghpur,2018-03-01,78.23
Narsinghpur,2018-03-02,78.41
Narsinghpur,2018-03-05,78.99
Narsinghpur,2018-03-06,79.06
Narsinghpur,2018-03-09,79.1
Narsinghpur,2018-03-12,79.12
Narsinghpur,2018-03-13,79.14
Narsinghpur,2018-03-15,79.12
Narsinghpur,2018-03-16,79.04
Narsinghpur,2018-03-19,78.78
Narsinghpur,2018-03-20,78.75
Narsinghpur,2018-03-22,78.81
Narsinghpur,2018-03-23,78.8
Narsinghpur,2018-03-26,79.19
Narsinghpur,2018-03-27,79.31
Narsinghpur,2018-03-29,79.49
Narsinghpur,2018-03-30,79.72
Narsinghpur,2018-04-02,80.23
Narsinghpur,2018-04-03,80.36
Narsinghpur,2018-04-05,80.39
Narsinghpur,2018-04-09,80.4
Narsinghpur,2018-04-10,80.39
Narsinghpur,2018-04-12,80.35
Narsinghpur,2018-04-13,80.32
Narsinghpur,2018-04-16,80.43
Narsinghpur,2018-04-19,80.48
Narsinghpur,2018-04-20,80.49
Narsinghpur,2018-04-23,80.92
Narsinghpur,2018-04-24,81.05
Narsinghpur,2018-05-14,81.28
Narsinghpur,2018-05-15,81.43
Narsinghpur,2018-05-16,81.59
Narsinghpur,2018-05-17,81.81
Narsinghpur,2018-05-18,81.28
Narsinghpur,2018-05-21,83.08
Narsinghpur,2018-05-22,83.39
Narsinghpur,2018-05-23,83.69
Narsinghpur,2018-05-24,84.0
Narsinghpur,2018-05-25,84.37
Narsinghpur,2018-05-26,84.51
Narsinghpur,2018-05-27,84.66
Narsinghpur,2018-05-28,84.81
Narsinghpur,2018-05-29,84.98
Narsinghpur,2018-05-31,84.9
Narsinghpur,2018-06-01,84.84
Narsinghpur,2018-06-02,84.74
Narsinghpur,2018-06-03,84.65
Narsinghpur,2018-06-04,84.5
Narsinghpur,2018-06-05,84.37
Narsinghpur,2018-06-06,84.25
Narsinghpur,2018-06-07,84.16
Narsinghpur,2018-06-08,83.95
Narsinghpur,2018-06-09,83.54
Narsinghpur,2018-06-10,83.3
Narsinghpur,2018-06-11,83.09
Narsinghpur,2018-06-12,82.94
Narsinghpur,2018-06-15,82.86
Narsinghpur,2018-06-19,82.78
Narsinghpur,2018-06-21,82.67
Narsinghpur,2018-06-22,82.52
Narsinghpur,2018-06-23,82.43
Narsinghpur,2018-06-24,82.29
Narsinghpur,2018-06-25,82.19
Narsinghpur,2018-06-26,82.05
Narsinghpur,2018-07-05,82.21
Narsinghpur,2018-07-06,82.35
Narsinghpur,2018-07-09,82.87
Narsinghpur,2018-07-10,83.04
Narsinghpur,2018-07-12,83.1
Narsinghpur,2018-07-13,83.28
Narsinghpur,2018-07-16,83.39
Narsinghpur,2018-07-20,83.23
Narsinghpur,2018-07-23,82.9
Narsinghpur,2018-07-24,82.83
Narsinghpur,2018-07-30,82.85
Narsinghpur,2018-07-31,82.91
Narsinghpur,2018-08-02,83.09
Narsinghpur,2018-08-03,83.16
Narsinghpur,2018-08-06,83.64
Narsinghpur,2018-08-07,83.73
Narsinghpur,2018-08-13,83.81
Narsinghpur,2018-08-16,83.86
Narsinghpur,2018-08-20,84.17
Narsinghpur,2018-08-21,84.26
Narsinghpur,2018-08-24,84.35
Narsinghpur,2018-08-25,78.2
Narsinghpur,2018-08-26,78.28
Narsinghpur,2018-08-27,84.6
Narsinghpur,2018-08-28,84.74
Narsinghpur,2018-08-29,84.87
Narsinghpur,2018-08-30,84.99
Narsinghpur,2018-08-31,85.22
Narsinghpur,2018-09-03,85.9
Narsinghpur,2018-09-04,86.06
Narsinghpur,2018-09-06,86.27
Narsinghpur,2018-09-07,86.75
Narsinghpur,2018-09-10,87.51
Narsinghpur,2018-09-11,87.65
Narsinghpur,2018-09-13,87.78
Narsinghpur,2018-09-14,88.07
Narsinghpur,2018-09-15,88.42
Narsinghpur,2018-09-16,88.71
Narsinghpur,2018-09-17,88.86
Narsinghpur,2018-09-18,88.96
Narsinghpur,2018-09-20,89.02
Narsinghpur,2018-09-21,89.13
Narsinghpur,2018-09-23,89.41
Narsinghpur,2018-09-24,89.52
Narsinghpur,2018-09-25,89.66
Narsinghpur,2018-09-27,89.8
Narsinghpur,2018-09-28,90.03
Narsinghpur,2018-09-30,90.3
Narsinghpur,2018-10-01,90.53
Narsinghpur,2018-10-02,90.64
Narsinghpur,2018-10-04,90.78
Narsinghpur,2018-10-05,85.68
Narsinghpur,2018-10-06,85.87
Narsinghpur,2018-10-07,86.01
Narsinghpur,2018-10-08,86.22
Narsinghpur,2018-10-09,86.46
Narsinghpur,2018-10-11,86.56
Narsinghpur,2018-10-12,86.68
Narsinghpur,2018-10-13,86.87
Narsinghpur,2018-10-14,86.93
Narsinghpur,2018-10-16,87.04
Narsinghpur,2018-10-18,86.82
Narsinghpur,2018-10-19,86.58
Narsinghpur,2018-10-20,86.18
Narsinghpur,2018-10-22,85.62
Narsinghpur,2018-10-23,85.52
Narsinghpur,2018-10-24,85.43
Narsinghpur,2018-10-25,85.28
Narsinghpur,2018-10-26,85.02
Narsinghpur,2018-10-29,83.9
Narsinghpur,2018-10-30,83.7
Narsinghpur,2018-11-01,83.52
Narsinghpur,2018-11-02,83.42
Narsinghpur,2018-11-05,82.82
Narsinghpur,2018-11-06,82.68
Narsinghpur,2018-11-12,81.8
Narsinghpur,2018-11-13,81.67
Narsinghpur,2018-11-15,81.52
Narsinghpur,2018-11-16,81.33
Narsinghpur,2018-11-19,80.74
Narsinghpur,2018-11-20,80.6
Narsinghpur,2018-11-22,80.18
Narsinghpur,2018-11-23,79.77
Narsinghpur,2018-11-26,78.67
Narsinghpur,2018-11-27,78.25
Narsinghpur,2018-11-28,77.74
Narsinghpur,2018-11-29,77.4
Narsinghpur,2018-11-30,77.03
Narsinghpur,2018-12-01,76.67
Narsinghpur,2018-12-02,76.35
Narsinghpur,2018-12-03,76.03
Narsinghpur,2018-12-04,75.81
Narsinghpur,2018-12-06,75.41
Narsinghpur,2018-12-07,75.0
Narsinghpur,2018-12-10,74.38
Narsinghpur,2018-12-11,74.22
Narsinghpur,2018-12-13,74.31
Narsinghpur,2018-12-17,74.55
Narsinghpur,2018-12-18,74.65
Narsinghpur,2018-12-21,74.48
Narsinghpur,2018-12-24,73.87
Narsinghpur,2018-12-25,73.8
Narsinghpur,2018-12-27,73.75
Narsinghpur,2018-12-28,73.55
Narsinghpur,2018-12-31,72.83
Narsinghpur,2019-01-02,72.73
Narsinghpur,2019-01-04,72.51
Narsinghpur,2019-01-07,72.58
Narsinghpur,2019-01-10,72.96
Narsinghpur,2019-01-11,73.16
Narsinghpur,2019-01-14,74.24
Narsinghpur,2019-01-16,74.44
Narsinghpur,2019-01-17,74.58
Narsinghpur,2019-01-18,74.66
Narsinghpur,2019-01-21,75.26
Narsinghpur,2019-01-22,75.4
Narsinghpur,2019-01-29,75.31
Narsinghpur,2019-01-31,75.21
Narsinghpur,2019-02-01,74.99
Narsinghpur,2019-02-05,74.48
Narsinghpur,2019-02-08,74.42
Narsinghpur,2019-02-11,74.37
Narsinghpur,2019-02-14,74.43
Narsinghpur,2019-02-15,74.5
Narsinghpur,2019-02-18,74.96
Narsinghpur,2019-02-19,75.05
Narsinghpur,2019-02-22,75.35
Narsinghpur,2019-02-25,75.64
Narsinghpur,2019-02-26,75.73
Narsinghpur,2019-02-28,75.8
Narsinghpur,2019-03-01,75.91
Narsinghpur,2019-03-04,76.26
Narsinghpur,2019-03-05,76.33
Narsinghpur,2019-03-08,76.34
Narsinghpur,2019-03-11,76.57
Narsinghpur,2019-03-12,76.52
Narsinghpur,2019-03-14,76.58
Narsinghpur,2019-03-15,76.66
Narsinghpur,2019-03-18,76.89
Narsinghpur,2019-03-21,76.82
Narsinghpur,2019-03-22,76.87
Narsinghpur,2019-03-23,76.92
Narsinghpur,2019-03-24,76.97
Narsinghpur,2019-03-28,76.92
Narsinghpur,2019-03-29,76.99
Narsinghpur,2019-04-01,77.07
Narsinghpur,2019-04-05,77.12
Narsinghpur,2019-04-08,77.06
Narsinghpur,2019-04-09,77.01
Narsinghpur,2019-04-12,77.07
Narsinghpur,2019-04-15,77.19
Narsinghpur,2019-04-16,77.14
Narsinghpur,2019-04-20,77.21
Narsinghpur,2019-04-22,77.16
Narsinghpur,2019-04-25,77.23
Narsinghpur,2019-04-27,77.29
Narsinghpur,2019-04-30,77.35
Narsinghpur,2019-05-02,77.23
Narsinghpur,2019-05-04,77.24
Narsinghpur,2019-05-05,77.18
Narsinghpur,2019-05-06,77.11
Narsinghpur,2019-05-09,76.94
Narsinghpur,2019-05-10,76.73
Narsinghpur,2019-05-11,76.24
Narsinghpur,2019-05-12,75.81
Narsinghpur,2019-05-13,75.51
Narsinghpur,2019-05-14,75.25
Narsinghpur,2019-05-17,75.17
Narsinghpur,2019-05-18,75.1
Narsinghpur,2019-05-20,75.19
Narsinghpur,2019-05-21,75.24
Narsinghpur,2019-05-23,75.32
Narsinghpur,2019-05-24,75.47
Narsinghpur,2019-05-25,75.61
Narsinghpur,2019-05-26,75.75
Narsinghpur,2019-05-27,75.85
Narsinghpur,2019-05-28,75.95
Narsinghpur,2019-05-30,75.88
Narsinghpur,2019-05-31,75.81
Narsinghpur,2019-06-01,75.75
Narsinghpur,2019-06-02,75.63
Narsinghpur,2019-06-03,75.42
Narsinghpur,2019-06-04,75.35
Narsinghpur,2019-06-06,75.19
Narsinghpur,2019-06-07,75.06
Narsinghpur,2019-06-10,74.54
Narsinghpur,2019-06-13,74.45
Narsinghpur,2019-06-14,74.28
Narsinghpur,2019-06-15,74.09
Narsinghpur,2019-06-16,74.03
Narsinghpur,2019-06-24,74.15
Narsinghpur,2019-06-27,74.22
Narsinghpur,2019-06-28,74.27
Narsinghpur,2019-06-29,74.38
Narsinghpur,2019-06-30,74.48
Narsinghpur,2019-07-01,74.57
Narsinghpur,2019-07-02,74.64
Narsinghpur,2019-07-06,79.17
Narsinghpur,2019-07-09,79.12
Narsinghpur,2019-07-13,79.21
Narsinghpur,2019-07-14,79.3
Narsinghpur,2019-07-15,79.44
Narsinghpur,2019-07-16,79.5
Narsinghpur,2019-07-18,79.58
Narsinghpur,2019-07-23,79.64
Narsinghpur,2019-07-25,79.58
Narsinghpur,2019-07-26,79.52
Narsinghpur,2019-07-27,79.47
Narsinghpur,2019-07-28,79.36
Narsinghpur,2019-07-29,79.21
Narsinghpur,2019-07-30,79.08
Narsinghpur,2019-08-01,79.02
Narsinghpur,2019-08-02,78.85
Narsinghpur,2019-08-03,78.78
Narsinghpur,2019-08-04,78.74
Narsinghpur,2019-08-05,78.59
Narsinghpur,2019-08-06,78.49
Narsinghpur,2019-08-08,78.44
Narsinghpur,2019-08-09,78.29
Narsinghpur,2019-08-11,78.2
Narsinghpur,2019-08-18,78.12
Narsinghpur,2019-08-19,78.05
Narsinghpur,2019-08-24,78.13
Narsinghpur,2019-08-25,78.2
Narsinghpur,2019-08-26,78.28
Narsinghpur,2019-08-27,78.28
Narsinghpur,2019-08-29,78.22
Narsinghpur,2019-09-05,78.19
Narsinghpur,2019-09-06,78.1
Narsinghpur,2019-09-07,78.01
Narsinghpur,2019-09-08,77.95
Narsinghpur,2019-09-10,78.0
Narsinghpur,2019-09-12,78.06
Narsinghpur,2019-09-13,78.13
Narsinghpur,2019-09-14,78.21
Narsinghpur,2019-09-15,78.27
Narsinghpur,2019-09-17,78.42
Narsinghpur,2019-09-18,78.67
Narsinghpur,2019-09-19,78.97
Narsinghpur,2019-09-20,79.32
Narsinghpur,2019-09-21,82.62
Narsinghpur,2019-09-22,82.91
Narsinghpur,2019-09-23,83.22
Narsinghpur,2019-09-24,83.45
Narsinghpur,2019-09-26,83.51
Narsinghpur,2019-09-27,83.67
Narsinghpur,2019-09-30,83.76
Narsinghpur,2019-10-01,83.98
Narsinghpur,2019-10-03,83.88
Narsinghpur,2019-10-04,83.69
Narsinghpur,2019-10-05,83.38
Narsinghpur,2019-10-07,83.08
Narsinghpur,2019-10-08,82.9
Narsinghpur,2019-10-10,82.85
Narsinghpur,2019-10-11,82.72
Narsinghpur,2019-10-12,82.62
Narsinghpur,2019-10-15,82.57
Narsinghpur,2019-10-19,82.57
Narsinghpur,2019-10-22,82.51
Narsinghpur,2019-10-24,82.46
Narsinghpur,2019-10-25,82.34
Narsinghpur,2019-10-26,82.26
Narsinghpur,2019-10-29,82.2
Narsinghpur,2019-11-01,82.07
Narsinghpur,2019-11-02,81.99
Narsinghpur,2019-11-03,81.94
Narsinghpur,2019-11-04,81.84
Narsinghpur,2019-11-05,81.79
Narsinghpur,2019-11-08,81.9
Narsinghpur,2019-11-09,82.06
Narsinghpur,2019-11-10,82.27
Narsinghpur,2019-11-11,82.43
Narsinghpur,2019-11-13,82.53
Narsinghpur,2019-11-14,82.69
Narsinghpur,2019-11-15,82.88
Narsinghpur,2019-11-16,83.03
Narsinghpur,2019-11-17,83.16
Narsinghpur,2019-11-18,83.33
Narsinghpur,2019-11-19,83.48
Narsinghpur,2019-11-22,83.64
Narsinghpur,2019-11-23,83.74
Narsinghpur,2019-11-24,83.84
Narsinghpur,2019-11-25,83.97
Narsinghpur,2019-11-26,84.08
Narsinghpur,2019-11-29,84.13
Narsinghpur,2019-11-30,84.183
Narsinghpur,2019-12-01,84.31
Narsinghpur,2019-12-07,84.22
Narsinghpur,2019-12-08,84.31
Narsinghpur,2019-12-09,84.36
Narsinghpur,2019-12-10,84.37
Narsinghpur,2019-12-12,84.32
Narsinghpur,2019-12-13,84.26
Narsinghpur,2019-12-14,84.2
Narsinghpur,2019-12-15,84.1
Narsinghpur,2019-12-16,84.04
Narsinghpur,2019-12-17,83.99
Narsinghpur,2019-12-19,83.98
Narsinghpur,2019-12-26,84.03
Narsinghpur,2019-12-27,84.1
Narsinghpur,2019-12-29,84.24
Narsinghpur,2019-12-30,84.41
Narsinghpur,2019-12-31,84.52
Narsinghpur,2020-01-02,84.66
Narsinghpur,2020-01-03,84.76
Narsinghpur,2020-01-04,84.86
Narsinghpur,2020-01-05,84.96
Narsinghpur,2020-01-06,85.12
Narsinghpur,2020-01-07,85.27
Narsinghpur,2020-01-08,85.17
Narsinghpur,2020-01-09,85.25
Narsinghpur,2020-01-10,85.41
Narsinghpur,2020-01-11,85.46
Narsinghpur,2020-01-12,85.36
Narsinghpur,2020-01-13,85.24
Narsinghpur,2020-01-14,85.14
Narsinghpur,2020-01-16,84.97
Narsinghpur,2020-01-17,84.83
Narsinghpur,2020-01-18,84.67
Narsinghpur,2020-01-19,84.49
Narsinghpur,2020-01-20,84.37
Narsinghpur,2020-01-21,84.21
Narsinghpur,2020-01-22,84.21
Narsinghpur,2020-01-23,84.03
Narsinghpur,2020-01-24,83.81
Narsinghpur,2020-01-25,83.56
Narsinghpur,2020-01-26,83.26
Narsinghpur,2020-01-27,83.03
Narsinghpur,2020-01-28,82.91
Narsinghpur,2020-01-29,82.91
Narsinghpur,2020-01-30,82.67
Narsinghpur,2020-01-31,82.56
Narsinghpur,2020-02-01,82.42
Narsinghpur,2020-02-02,82.32
Narsinghpur,2020-02-03,82.26
Narsinghpur,2020-02-04,82.21
Narsinghpur,2020-02-05,82.21
Narsinghpur,2020-02-06,82.1
Narsinghpur,2020-02-07,81.88
Narsinghpur,2020-02-08,81.63
Narsinghpur,2020-02-09,81.4
Narsinghpur,2020-02-10,81.18
Narsinghpur,2020-02-11,81.01
Narsinghpur,2020-02-12,81.01
Narsinghpur,2020-02-13,81.01
Narsinghpur,2020-02-14,81.01
Narsinghpur,2020-02-15,81.01
Narsinghpur,2020-02-17,81.01
Narsinghpur,2020-02-18,80.96
Narsinghpur,2020-02-19,80.96
Narsinghpur,2020-02-20,80.96
Narsinghpur,2020-02-21,80.96
Narsinghpur,2020-02-24,81.09
Narsinghpur,2020-02-25,81.09
Narsinghpur,2020-02-26,81.09
Narsinghpur,2020-02-27,81.03
Narsinghpur,2020-02-28,81.03
Narsinghpur,2020-02-29,80.96
Narsinghpur,2020-03-01,80.81
Narsinghpur,2020-03-02,80.58
Narsinghpur,2020-03-03,80.52
Narsinghpur,2020-03-04,80.52
Narsinghpur,2020-03-05,80.37
Narsinghpur,2020-03-06,80.21
Narsinghpur,2020-03-07,80.08
Narsinghpur,2020-03-08,79.88
Narsinghpur,2020-03-09,79.63
Narsinghpur,2020-03-10,79.33
Narsinghpur,2020-03-11,79.33
Narsinghpur,2020-03-12,79.15
Narsinghpur,2020-03-13,79.0
Narsinghpur,2020-03-14,78.87
Narsinghpur,2020-03-15,78.74
Narsinghpur,2020-03-16,78.57
Narsinghpur,2020-03-17,78.57
Narsinghpur,2020-03-18,78.57
Narsinghpur,2020-03-19,78.57
Narsinghpur,2020-03-20,78.57
Narsinghpur,2020-03-21,78.57
Narsinghpur,2020-03-22,78.57
Narsinghpur,2020-03-23,78.57
Narsinghpur,2020-03-24,78.57
Narsinghpur,2020-03-25,78.57
Narsinghpur,2020-03-26,78.57
Narsinghpur,2020-03-27,78.57
Narsinghpur,2020-03-28,78.57
Narsinghpur,2020-03-29,78.57
Narsinghpur,2020-03-30,78.57
Narsinghpur,2020-03-31,78.57
Narsinghpur,2020-04-01,78.57
Narsinghpur,2020-04-02,78.57
Narsinghpur,2020-04-03,78.57
Narsinghpur,2020-04-04,78.57
Narsinghpur,2020-04-05,78.57
Narsinghpur,2020-04-06,78.57
Narsinghpur,2020-04-07,78.57
Narsinghpur,2020-04-08,78.57
Narsinghpur,2020-04-09,78.57
Narsinghpur,2020-04-10,78.57
Narsinghpur,2020-04-11,78.57
Narsinghpur,2020-04-12,78.57
Narsinghpur,2020-04-13,78.57
Narsinghpur,2020-04-14,78.57
Narsinghpur,2020-04-15,78.57
Narsinghpur,2020-04-16,78.57
Narsinghpur,2020-04-17,78.57
Narsinghpur,2020-04-18,78.57
Narsinghpur,2020-04-20,78.57
Narsinghpur,2020-04-21,78.57
Narsinghpur,2020-04-22,78.57
Narsinghpur,2020-04-23,78.57
Narsinghpur,2020-04-24,78.57
Narsinghpur,2020-04-25,78.57
Narsinghpur,2020-04-26,78.57
Narsinghpur,2020-04-27,78.57
Narsinghpur,2020-04-28,78.57
Narsinghpur,2020-04-29,78.57
Narsinghpur,2020-04-30,78.57
Narsinghpur,2020-05-01,78.57
Narsinghpur,2020-05-02,78.57
Narsinghpur,2020-05-03,78.57
Narsinghpur,2020-05-04,78.57
Narsinghpur,2020-05-05,78.57
Narsinghpur,2020-05-06,78.57
Narsinghpur,2020-05-07,78.57
Narsinghpur,2020-05-08,78.57
Narsinghpur,2020-05-09,78.57
Narsinghpur,2020-05-10,78.57
Narsinghpur,2020-05-11,78.57
Narsinghpur,2020-05-12,78.57
Narsinghpur,2020-05-13,78.57
Narsinghpur,2020-05-14,78.57
Narsinghpur,2020-05-15,78.57
Narsinghpur,2020-05-16,78.57
Narsinghpur,2020-05-17,78.57
Narsinghpur,2020-05-18,78.57
Narsinghpur,2020-05-19,78.57
Narsinghpur,2020-05-20,78.57
Narsinghpur,2020-05-21,78.57
Narsinghpur,2020-05-22,78.57
Narsinghpur,2020-05-23,78.57
Narsinghpur,2020-05-24,78.57
Narsinghpur,2020-05-25,78.57
Narsinghpur,2020-05-26,78.57
Narsinghpur,2020-05-27,78.57
Narsinghpur,2020-05-28,78.57
Narsinghpur,2020-05-29,78.57
Narsinghpur,2020-05-30,78.57
Narsinghpur,2020-05-31,78.57
Narsinghpur,2020-06-01,78.57
Narsinghpur,2020-06-02,78.57
Narsinghpur,2020-06-03,78.57
Narsinghpur,2020-06-04,78.57
Narsinghpur,2020-06-05,78.57
Narsinghpur,2020-06-06,78.57
Narsinghpur,2020-06-07,79.17
Narsinghpur,2020-06-08,79.77
Narsinghpur,2020-06-09,80.31
Narsinghpur,2020-06-10,80.71
Narsinghpur,2020-06-11,81.31
Narsinghpur,2020-06-12,81.91
Narsinghpur,2020-06-13,82.51
Narsinghpur,2020-06-14,83.11
Narsinghpur,2020-06-15,84.75
Narsinghpur,2020-06-16,85.23
Narsinghpur,2020-06-17,85.8
Narsinghpur,2020-06-18,86.35
Narsinghpur,2020-06-19,86.93
Narsinghpur,2020-06-20,87.46
Narsinghpur,2020-06-21,87.82
Narsinghpur,2020-06-22,88.16
Narsinghpur,2020-06-23,88.36
Narsinghpur,2020-06-24,88.36
Narsinghpur,2020-06-25,88.53
Narsinghpur,2020-06-26,88.75
Narsinghpur,2020-06-27,89.0
Narsinghpur,2020-06-28,89.0
Narsinghpur,2020-06-29,89.06
Narsinghpur,2020-06-30,89.06
Narsinghpur,2020-07-01,89.06
Narsinghpur,2020-07-02,89.06
Narsinghpur,2020-07-03,89.06
Narsinghpur,2020-07-04,89.06
Narsinghpur,2020-07-05,89.06
Narsinghpur,2020-07-06,89.06
Narsinghpur,2020-07-07,89.06
Narsinghpur,2020-07-08,89.06
Narsinghpur,2020-07-09,89.06
Narsinghpur,2020-07-10,89.06
Narsinghpur,2020-07-11,89.06
Narsinghpur,2020-07-12,89.06
Narsinghpur,2020-07-13,89.06
Narsinghpur,2020-07-15,89.06
Narsinghpur,2020-07-16,89.06
Narsinghpur,2020-07-17,89.06
Narsinghpur,2020-07-18,89.06
Narsinghpur,2020-07-19,89.06
Narsinghpur,2020-07-20,89.06
Narsinghpur,2020-07-21,89.06
Narsinghpur,2020-07-22,89.06
Narsinghpur,2020-07-23,89.06
Narsinghpur,2020-07-24,89.06
Narsinghpur,2020-07-25,89.06
Narsinghpur,2020-07-26,89.06
Narsinghpur,2020-07-27,89.06
Narsinghpur,2020-07-28,89.06
Narsinghpur,2020-07-29,89.06
Narsinghpur,2020-07-30,89.06
Narsinghpur,2020-07-31,89.06
Narsinghpur,2020-08-01,89.06
Narsinghpur,2020-08-02,89.06
Narsinghpur,2020-08-03,89.06
Narsinghpur,2020-08-04,89.06
Narsinghpur,2020-08-05,89.06
Narsinghpur,2020-08-06,89.06
Narsinghpur,2020-08-07,89.06
Narsinghpur,2020-08-08,89.06
Narsinghpur,2020-08-09,89.06
Narsinghpur,2020-08-10,89.06
Narsinghpur,2020-08-11,89.06
Narsinghpur,2020-08-12,89.06
Narsinghpur,2020-08-13,89.06
Narsinghpur,2020-08-14,89.06
Narsinghpur,2020-08-15,89.06
Narsinghpur,2020-08-16,89.37
Narsinghpur,2020-08-17,89.53
Narsinghpur,2020-08-18,89.7
Narsinghpur,2020-08-19,89.7
Narsinghpur,2020-08-20,89.8
Narsinghpur,2020-08-21,90.0
Narsinghpur,2020-08-22,90.17
Narsinghpur,2020-08-23,90.31
Narsinghpur,2020-08-24,90.45
Narsinghpur,2020-08-25,90.56
Narsinghpur,2020-08-26,90.56
Narsinghpur,2020-08-27,90.66
Narsinghpur,2020-08-28,90.77
Narsinghpur,2020-08-29,90.77
Narsinghpur,2020-08-30,90.87
Narsinghpur,2020-08-31,90.87
Narsinghpur,2020-09-01,90.92
Narsinghpur,2020-09-02,90.92
Narsinghpur,2020-09-03,90.92
Narsinghpur,2020-09-04,90.92
Narsinghpur,2020-09-05,90.92
Narsinghpur,2020-09-06,90.92
Narsinghpur,2020-09-07,90.92
Narsinghpur,2020-09-08,90.92
Narsinghpur,2020-09-09,90.92
Narsinghpur,2020-09-10,90.83
Narsinghpur,2020-09-11,90.83
Narsinghpur,2020-09-12,90.7
Narsinghpur,2020-09-13,90.7
Narsinghpur,2020-09-14,90.55
Narsinghpur,2020-09-15,90.37
Narsinghpur,2020-09-16,90.37
Narsinghpur,2020-09-17,90.22
Narsinghpur,2020-09-18,89.95
Narsinghpur,2020-09-19,89.95
Narsinghpur,2020-09-20,89.95
Narsinghpur,2020-09-21,89.95
Narsinghpur,2020-09-22,89.87
Narsinghpur,2020-09-23,89.87
Narsinghpur,2020-09-24,89.87
Narsinghpur,2020-09-25,89.87
Narsinghpur,2020-09-26,89.87
Narsinghpur,2020-09-27,89.87
Narsinghpur,2020-09-28,89.87
Narsinghpur,2020-09-29,89.87
Narsinghpur,2020-09-30,89.87
Narsinghpur,2020-10-01,89.87
Narsinghpur,2020-10-02,89.87
Narsinghpur,2020-10-03,89.87
Narsinghpur,2020-10-04,89.87
Narsinghpur,2020-10-05,89.87
Narsinghpur,2020-10-06,89.87
Narsinghpur,2020-10-07,89.87
Narsinghpur,2020-10-08,89.87
Narsinghpur,2020-10-09,89.87
Narsinghpur,2020-10-10,89.87
Narsinghpur,2020-10-11,89.87
Narsinghpur,2020-10-12,89.87
Narsinghpur,2020-10-13,89.87
Narsinghpur,2020-10-14,89.87
Narsinghpur,2020-10-15,89.87
Narsinghpur,2020-10-16,89.87
Narsinghpur,2020-10-17,89.87
Narsinghpur,2020-10-18,89.87
Narsinghpur,2020-10-19,89.87
Narsinghpur,2020-10-20,89.87
Narsinghpur,2020-10-21,89.87
Narsinghpur,2020-10-22,89.87
Narsinghpur,2020-10-23,89.87
Narsinghpur,2020-10-24,89.87
Narsinghpur,2020-10-25,89.87
Narsinghpur,2020-10-26,89.87
Narsinghpur,2020-10-27,89.87
Narsinghpur,2020-10-28,89.87
Narsinghpur,2020-10-29,89.87
Narsinghpur,2020-10-30,89.87
Narsinghpur,2020-10-31,89.87
Narsinghpur,2020-11-01,89.87
Narsinghpur,2020-11-02,89.87
Narsinghpur,2020-11-03,89.87
Narsinghpur,2020-11-04,89.87
Narsinghpur,2020-11-05,89.87
Narsinghpur,2020-11-06,89.87
Narsinghpur,2020-11-07,89.87
Narsinghpur,2020-11-08,89.87
Narsinghpur,2020-11-09,89.87
Narsinghpur,2020-11-10,89.87
Narsinghpur,2020-11-11,89.87
Narsinghpur,2020-11-12,89.87
Narsinghpur,2020-11-13,89.87
Narsinghpur,2020-11-14,89.87
Narsinghpur,2020-11-15,89.87
Narsinghpur,2020-11-16,89.87
Narsinghpur,2020-11-17,89.87
Narsinghpur,2020-11-18,89.87
Narsinghpur,2020-11-19,89.87
Narsinghpur,2020-11-20,90.15
Narsinghpur,2020-11-21,90.28
Narsinghpur,2020-11-22,90.33
Narsinghpur,2020-11-23,90.41
Narsinghpur,2020-11-24,90.47
Narsinghpur,2020-11-25,90.47
Narsinghpur,2020-11-26,90.58
Narsinghpur,2020-11-27,90.78
Narsinghpur,2020-11-28,91.03
Narsinghpur,2020-11-29,91.24
Narsinghpur,2020-11-30,91.24
Narsinghpur,2020-12-01,91.24
Narsinghpur,2020-12-02,91.4
Narsinghpur,2020-12-03,91.57
Narsinghpur,2020-12-04,91.78
Narsinghpur,2020-12-05,92.06
